"","UNIT_NAME","UNIT_TYPE","PARKNAME","pPolyID","placekey","safegraph_place_id","parent_placekey","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","naics_code","latitude","longitude"
"345","Isle Royale National Park","National Park","Isle Royale",41,"zzy-223@5sk-mxq-35z","sg:9a60cdffebb94645b52f198f3eb97e83","222-222@5sk-mxq-35z","sg:c8b6446f0185439ca22e4c938af1c599","Rock Harbor Lodge Isle Royale Natl Park","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,47.122926,-88.5637
"346","Big Bend National Park","National Park","Big Bend",28,"zzy-222@8t6-2tq-kfz","sg:98ab082c5f35496688f4dbb718340130","","","Coyote Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,29.149486,-103.543001
"347","Death Valley National Park","National Park","Death Valley",43,"zzy-224@5yv-4yk-n3q","sg:c5c11a904ecf4f3283679926a49d60ba","zzw-222@5yv-4yk-n3q","sg:d4465f90f09c440b9c6b838000a2506d","Furnace Creek Inn Dining Room","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,36.456922,-116.865772
"348","Joshua Tree National Park","National Park","Joshua Tree",32,"zzy-222@5z5-9q2-r6k","sg:5af562332add4746b9517a60c21eb628","","","Skull Rock","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,33.997845,-116.059443
"349","Hot Springs National Park","National Park","Hot Springs",45,"222-222@8f2-2v7-qxq","sg:71dbc60ab07745a5b154902c2576835d","zzz-222@8f2-32t-djv","sg:1ad959f392d94b2b98de6c3cb1daee6c","Superior Bathhouse Brewery","","","Beverage Manufacturing","Breweries",312120,34.514824,-93.053374
"350","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-g3w-psq","sg:4f47a3739e4846e1aec6e22cc4c34072","","","Floyd Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.523415,-83.307524
"351","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-fkh-5mk","sg:1a2b83bdce8e4816beb182a66d045cb3","","","Marion Green Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.753842,-83.379382
"352","Everglades National Park","National Park","Everglades",33,"222-222@8dg-dyf-nh5","sg:1cfb055beb9442afb90f727d040ed03f","","","Visitor Information Center","","","Travel Arrangement and Reservation Services","Travel Agencies",561510,25.144827,-80.924668
"353","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wg-ky9-t7q","sg:83f02123a8a446bebf16122aef9e8204","","","Canyon Lodge and Cabins","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,44.733912,-110.489702
"354","Grand Teton National Park","National Park","Grand Teton",25,"zzy-222@5qp-y2f-rzf","sg:7b958b7ab399455bb507df5690ffb2b1","","","Colter Bay Fire Department Grand Teton National Park","","","Justice, Public Order, and Safety Activities","Fire Protection",922160,43.903169,-110.643767
"355","Big Bend National Park","National Park","Big Bend",28,"zzy-222@8t6-4ff-xqz","sg:fe7da3422f5449a08a44a4afbd55f34c","","","San Vicente El","","","Elementary and Secondary Schools","Elementary and Secondary Schools",611110,29.322132,-103.209974
"356","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-224@5yz-ftm-kj9","sg:80f1f8ed306a4fe0b7abaf4592aac91d","","","The Watchtower","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,36.059125,-112.109391
"357","Mesa Verde National Park","National Park","Mesa Verde",47,"zzy-222@5qf-fgm-v4v","sg:86ea06c6d36c48f48e47d8355a57410f","","","Sinclair Oil","SG_BRAND_a57232142367eb326bf60ca1d7660233","Sinclair Oil","Gasoline Stations","Gasoline Stations with Convenience Stores",447110,37.29746,-108.415701
"358","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-ftj-9fz","sg:2a76759e747647e5bc5ae915afd4ee99","","","Amtrak","SG_BRAND_8600ba93ae70c64076266f8c3f3aec18","Amtrak","Rail Transportation","Line-Haul Railroads",482111,36.052938,-112.083958
"359","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-225@5yz-bfz-whq","sg:c34963cddea546d68a907147094eba91","","","Grand Canyon Lodge Gift Store","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,36.2095,-112.060168
"360","Gateway Arch National Park","National Park","Gateway Arch",9,"222-223@5pj-5gf-ygk","sg:bca87f7002a44b13b46dc0ca5ea62954","zzw-222@5pj-5gf-ysq","sg:3720cb8391c449f29c4f6fce2263b304","Prime Steakhouse","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,38.62574,-90.173823
"361","Yellowstone National Park","National Park","Yellowstone",2,"zzy-227@5wg-h6c-6rk","sg:45baffa70c7748b4a76e62b8f9ecbc18","zzy-223@5wg-h6c-6rk","sg:8cc200c80cd94a9688c88dd03646b092","Yellowstone National Park Lodges","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,44.460484,-110.828154
"362","Yosemite National Park","National Park","Yosemite",15,"zzy-228@5z7-rjk-nwk","sg:85d951e681ff47aea0e6f153db17120b","","","Base Camp Eatery","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,37.743296,-119.598831
"363","Capitol Reef National Park","National Park","Capitol Reef",11,"zzw-222@5yy-q7x-jn5","sg:8ded53708b29434aa077bfd845c53cfd","zzy-223@5yy-q7x-jn5","sg:eff2aeba78794448b5442adc9cc6055a","Aldrich Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,38.291485,-111.262041
"364","Yellowstone National Park","National Park","Yellowstone",2,"zzw-222@5wg-hq9-52k","sg:e9db457eb95d486d85db872aef365a4b","","","United States Postal Service (USPS)","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","Postal Service","Postal Service",491110,44.390726,-110.55486
"365","Arches National Park","National Park","Arches",29,"zzy-223@5qg-4zk-9vf","sg:1317ddfafdcf4cd5bea26540310e2e1c","","","Delicate Arch","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,38.6166,-109.619851
"366","Voyageurs National Park","National Park","Voyageurs",18,"zzy-222@5rh-trv-r49","sg:0d214d5429ba462c82e91d3a465e5950","","","Voyaguers National Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,48.434519,-92.84907
"367","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzw-222@8g9-n7r-hh5","sg:24a5d6ec760b4e4ea29fecc2847d94fc","","","Wiggins No 2 Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.466023,-83.420423
"368","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-r97-g8v","sg:150fe4111f1f4010ac58826f2b8f62c5","","","Horsetail Fall","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.731022,-119.638457
"369","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-r5z-vvf","sg:9b2ce1631b54473b982be3a543cd5019","","","Little Yosemite Valley Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,37.733135,-119.513825
"370","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-fth-975","sg:c6cda05a8792466e99dc8159aba56960","","","Grand Canyon Pioneer Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,36.054492,-112.125096
"371","Acadia National Park","National Park","Acadia",39,"zzy-222@64w-2sv-7kf","sg:1b4da001b1464529ba236fe4b9cece15","","","On The Run","","","Gasoline Stations","Gasoline Stations with Convenience Stores",447110,44.347401,-68.377423
"372","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-6gf-kfz","sg:70b14146a84b414eb40d6e97178861b7","","","Grand Lake Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,40.259571,-105.83864
"373","Death Valley National Park","National Park","Death Valley",43,"zzy-222@5yt-3vv-3yv","sg:a20f8b6973924f0d952a8aeacd737587","","","Scotty's Castle","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,37.03229,-117.341476
"374","Acadia National Park","National Park","Acadia",39,"zzy-222@64w-2vp-4n5","sg:6a8a9420b84e45c987a8f2e2002b907b","","","Acadia National Park Hulls Cove Visitors Center","","","Individual and Family Services","Services for the Elderly and Persons with Disabilities",624120,44.40897,-68.24728
"375","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-kcj-3bk","sg:192a957b2111431c98ab0cafe16a67f3","","","Bas Shaw Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.507551,-83.954673
"376","Channel Islands National Park","National Park","Channel Islands",46,"222-222@5xq-5q5-zs5","sg:4cae553049d4489e97c5e0f46e9ab6c0","","","National Park Service","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,34.248423,-119.266614
"377","Acadia National Park","National Park","Acadia",39,"zzy-222@64v-dyh-gff","sg:bc47c87184364f7e9f32f0cd27490e7a","","","Acadia National Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,44.375574,-68.260508
"378","Death Valley National Park","National Park","Death Valley",43,"zzy-226@5yv-4yd-6kz","sg:e1a94c6ef5ba4a29bfb07c7fb71ee98c","zzy-223@5yv-4yd-6kz","sg:08c301cab21c47408d7b95f72e6b76f1","Zabriskie Point","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,36.461738,-116.866587
"379","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rjk-m49","sg:52f50be4ab3249ea9cbf1a4bfd963739","","","Ostrander Lake","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,37.745658,-119.593575
"380","Glacier National Park","National Park","Glacier",24,"zzw-222@3wy-m9q-mc5","sg:862f8df74ce2478e870ee99b367f1234","","","Ptarmigan Room","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,48.491555,-113.364543
"381","Yellowstone National Park","National Park","Yellowstone",2,"zzy-229@5wg-k4r-yn5","sg:6860eab3d06145bbba5260e6fabac457","","","Mammoth Hot Springs","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,44.555051,-110.395723
"382","Yellowstone National Park","National Park","Yellowstone",2,"zzw-222@5wg-h6c-6rk","sg:1755402023bd418ebf262c948ab6428e","zzy-223@5wg-h6c-6rk","sg:8cc200c80cd94a9688c88dd03646b092","Old Faithful Inn Dining Room","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,44.460464,-110.828135
"383","Yosemite National Park","National Park","Yosemite",15,"zzw-222@5yx-hnz-nbk","sg:e964a606076541d890af0c16fc931f35","","","May Lake and Mount Hoffmann","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,37.877281,-119.333099
"384","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-fsr-k9f","sg:68e74efe45ca4ea2a04575e9bf771d24","","","Hermit Road","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,36.06186,-112.182958
"385","Death Valley National Park","National Park","Death Valley",43,"zzy-222@5yv-4yk-hdv","sg:dfcd299b17d4435186ac02d796765fd2","","","Furnace Creek Inn & Ranch Resort","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,36.456175,-116.868393
"386","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-my2-grk","sg:832a5cbea4454a13953715a4cb1a3ae0","","","Graveyard Hill Rowans Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.600066,-83.789158
"387","Grand Teton National Park","National Park","Grand Teton",25,"222-224@5qp-t65-975","sg:31f77fe7fcc34a09929b15611b10e304","zzw-222@5qp-t65-c89","sg:504cede9aaaf4b60bf73aaadea5f72d6","Hertz","SG_BRAND_f373520f32c8e017a3a42344b5706960","Hertz","Automotive Equipment Rental and Leasing","Passenger Car Rental",532111,43.60325,-110.736218
"388","Isle Royale National Park","National Park","Isle Royale",41,"222-222@5sk-mxq-35z","sg:c8b6446f0185439ca22e4c938af1c599","","","Isle Royale National Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,47.122948,-88.563715
"389","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzy-222@63v-cnx-99f","sg:2ecdc24ec5f549d086d348f3d8f44369","","","Deep Lock Quarry Metro Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.229653,-81.55404
"390","Shenandoah National Park","National Park","Shenandoah",38,"zzy-224@63r-rsx-b49","sg:46670424e058465d9d4b60fbc6c6d144","zzy-223@63r-rsx-b49","sg:a2c855711d8e4d6299c5d4e210abd602","Skyland Mountain Tap Room","","","Drinking Places (Alcoholic Beverages)","Drinking Places (Alcoholic Beverages)",722410,38.59303,-78.380362
"391","Redwood National Park","National Park","Redwood",37,"zzy-222@5v8-p2v-y9z","sg:219ea65451fd385e855f9e85565e159a","","","Fern Canyon","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.400643,-124.065863
"392","Redwood National Park","National Park","Redwood",37,"zzy-222@5v8-pfr-ghq","sg:d7be0d20ea4e44c0961fa9f004eca18b","zzz-222@5v8-pfk-c89","sg:f988a05a6e7e43878f49121cdfb049d9","Endert's Beach","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,41.716589,-124.144046
"393","Grand Teton National Park","National Park","Grand Teton",25,"222-223@5qp-xs7-f9f","sg:c8cb449dab6e4126ba3c7990804eea52","","","Dornan's Pizza Pasta Company","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,43.657511,-110.710624
"394","Hot Springs National Park","National Park","Hot Springs",45,"zzw-222@8f2-2v7-r8v","sg:322a38c3299a4ef195a9cf0a17e28872","22z-222@8f2-2v7-tjv","sg:3cd295e976134cdea741b8e238519641","Zest","","","Restaurants and Other Eating Places","Limited-Service Restaurants",722513,34.513744,-93.053513
"395","Hot Springs National Park","National Park","Hot Springs",45,"zzz-222@8f2-2tx-qfz","sg:6c0b03638eef456b9dcf2564859df3d1","","","Desoto Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,34.535922,-93.029941
"396","Hot Springs National Park","National Park","Hot Springs",45,"zzy-222@8f2-32h-hwk","sg:74f66b65ca114dfb9d844c061fc00c67","zzz-222@8f2-32t-djv","sg:1ad959f392d94b2b98de6c3cb1daee6c","Crabtree Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,34.522381,-93.101046
"397","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzy-222@5py-2rg-6hq","sg:1ce28a31e37d479b84654e822f98b6eb","","","Mammoth Cave National Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.186983,-86.10123
"398","Grand Teton National Park","National Park","Grand Teton",25,"zzy-222@5qp-xwx-y5f","sg:954a88a8f9564543b291e23aa4d587bc","","","Kelly Elementary","","","Elementary and Secondary Schools","Elementary and Secondary Schools",611110,43.6224,-110.628419
"399","Indiana Dunes National Park","National Park","Indiana Dunes",44,"222-222@5pv-ysh-73q","sg:76752467bfd9465f8b6c9c72f67b3c79","","","Indiana Dunes National Park","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,41.631093,-87.087529
"400","Olympic National Park","National Park","Olympic",36,"zzy-222@5ww-sqn-2p9","sg:07b8d129720c4008a9bb98174421b3ba","","","Old Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,48.073093,-124.661324
"401","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rjk-ygk","sg:d9134d6191dc4b1093ab039495670953","","","Ahwahnee Gift Shop","","","Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,37.746777,-119.583027
"402","Grand Teton National Park","National Park","Grand Teton",25,"222-226@5qp-xs7-f9f","sg:9c78226d76474a0ab19d89f06d1c3d32","","","Phillips 66","SG_BRAND_73ec7f2366612562515e7201b08b9d0b","Phillips 66","Gasoline Stations","Gasoline Stations with Convenience Stores",447110,43.656475,-110.711025
"403","Death Valley National Park","National Park","Death Valley",43,"zzw-222@5yv-4yk-n3q","sg:d4465f90f09c440b9c6b838000a2506d","","","The Furnace Creek Golf Course","","","Other Amusement and Recreation Industries","Golf Courses and Country Clubs",713910,36.456914,-116.86571
"404","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzw-222@8g9-my4-ghq","sg:2cec175eab704106b902588ca31a2704","","","Lail Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.607944,-83.826108
